Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,8550.000000,8800.000000,8550.000000,8760.000000,8047.954102,22435500
2018-12-04,8760.000000,8810.000000,8635.000000,8800.000000,8084.703613,19312000
2018-12-05,8600.000000,8750.000000,8580.000000,8750.000000,8038.767090,8043000
2018-12-06,8600.000000,8840.000000,8600.000000,8840.000000,8121.450684,9609500
2018-12-07,8700.000000,8835.000000,8700.000000,8800.000000,8084.703613,8952500
2018-12-10,8800.000000,8820.000000,8740.000000,8790.000000,8075.515625,6368000
2018-12-11,8800.000000,8800.000000,8730.000000,8735.000000,8024.984863,5037000
2018-12-12,8735.000000,8810.000000,8735.000000,8800.000000,8084.703613,9384500
2018-12-13,8800.000000,8920.000000,8760.000000,8885.000000,8162.793457,17429500
2018-12-14,8885.000000,8930.000000,8865.000000,8900.000000,8176.575684,7705500
2018-12-17,8900.000000,8900.000000,8680.000000,8700.000000,7992.830566,7403000
2018-12-18,8700.000000,8800.000000,8535.000000,8790.000000,8075.515625,7689000
2018-12-19,8780.000000,9000.000000,8780.000000,9000.000000,8268.444336,14906000
2018-12-20,8900.000000,9050.000000,8785.000000,9050.000000,8314.379883,8704500
2018-12-21,9000.000000,9320.000000,8960.000000,9320.000000,8562.435547,17106000
2018-12-24,9320.000000,9320.000000,9320.000000,9320.000000,8562.435547,0
2018-12-25,9320.000000,9320.000000,9320.000000,9320.000000,8562.435547,0
2018-12-26,9200.000000,9320.000000,9005.000000,9105.000000,8364.909180,7617000
2018-12-27,9220.000000,9320.000000,9155.000000,9320.000000,8562.435547,10728500
2018-12-28,9300.000000,9360.000000,9080.000000,9080.000000,8341.942383,9755500
2018-12-31,9080.000000,9080.000000,9080.000000,9080.000000,8341.942383,0
2019-01-01,9080.000000,9080.000000,9080.000000,9080.000000,8341.942383,0
2019-01-02,9085.000000,9350.000000,9085.000000,9280.000000,8525.686523,9111000
2019-01-03,9280.000000,9500.000000,9275.000000,9500.000000,8727.803711,11008000
2019-01-04,9490.000000,9560.000000,9400.000000,9560.000000,8782.926758,4863500
2019-01-07,9600.000000,9840.000000,9600.000000,9720.000000,8929.920898,10195500
2019-01-08,9720.000000,9720.000000,9305.000000,9470.000000,8700.242188,16261000
2019-01-09,9475.000000,9600.000000,9200.000000,9200.000000,8452.188477,10060500
2019-01-10,9280.000000,9665.000000,9255.000000,9665.000000,8879.390625,12351000
2019-01-11,9660.000000,9690.000000,9440.000000,9690.000000,8902.360352,10777000
2019-01-14,9660.000000,9710.000000,9540.000000,9710.000000,8920.733398,8833500
2019-01-15,9765.000000,9960.000000,9760.000000,9960.000000,9150.413086,11469500
2019-01-16,9960.000000,9970.000000,9565.000000,9585.000000,8805.894531,17816500
2019-01-17,9660.000000,9800.000000,9660.000000,9775.000000,8980.449219,8912500
2019-01-18,9730.000000,9785.000000,9605.000000,9785.000000,8989.637695,10810000
2019-01-21,9795.000000,9820.000000,9725.000000,9750.000000,8957.482422,6446500
2019-01-22,9750.000000,9830.000000,9750.000000,9810.000000,9012.605469,8455500
2019-01-23,9820.000000,9820.000000,9700.000000,9790.000000,8994.231445,7077500
2019-01-24,9790.000000,9815.000000,9765.000000,9815.000000,9017.199219,8645500
2019-01-25,9815.000000,9820.000000,9700.000000,9810.000000,9012.605469,7809500
2019-01-28,9800.000000,9800.000000,9500.000000,9555.000000,8778.333008,13522500
2019-01-29,9555.000000,9725.000000,9520.000000,9520.000000,8746.176758,10453000
2019-01-30,9640.000000,9830.000000,9640.000000,9815.000000,9017.199219,16914000
2019-01-31,9970.000000,10000.000000,9860.000000,10000.000000,9187.161133,29132500
2019-02-01,10000.000000,10000.000000,9965.000000,10000.000000,9187.161133,9109000
2019-02-04,10000.000000,10010.000000,9700.000000,9780.000000,8985.042969,8699000
2019-02-05,9780.000000,9780.000000,9780.000000,9780.000000,8985.042969,0
2019-02-06,9800.000000,9980.000000,9800.000000,9975.000000,9164.193359,8369000
2019-02-07,9975.000000,9975.000000,9880.000000,9945.000000,9136.631836,4857500
2019-02-08,9925.000000,9965.000000,9800.000000,9965.000000,9155.006836,5335000
2019-02-11,9960.000000,9960.000000,9775.000000,9775.000000,8980.449219,5718000
2019-02-12,9780.000000,9940.000000,9780.000000,9820.000000,9021.792969,6486000
2019-02-13,9820.000000,9865.000000,9780.000000,9850.000000,9049.354492,8230000
2019-02-14,9840.000000,9840.000000,9775.000000,9775.000000,8980.449219,5928500
2019-02-15,9700.000000,9720.000000,9600.000000,9600.000000,8819.674805,8939000
2019-02-18,9600.000000,9940.000000,9585.000000,9885.000000,9081.508789,8248000
2019-02-19,9860.000000,9945.000000,9740.000000,9860.000000,9058.541016,8475500
2019-02-20,10000.000000,10025.000000,9980.000000,10005.000000,9191.754883,18266500
2019-02-21,9990.000000,9990.000000,9790.000000,9905.000000,9099.883789,7230500
2019-02-22,9910.000000,9920.000000,9810.000000,9900.000000,9095.291016,6609000
2019-02-25,9970.000000,9970.000000,9765.000000,9765.000000,8971.262695,6915000
2019-02-26,9800.000000,9995.000000,9760.000000,9995.000000,9182.568359,7338500
2019-02-27,9900.000000,9955.000000,9760.000000,9800.000000,9003.418945,8259500
2019-02-28,9880.000000,9890.000000,9735.000000,9735.000000,8943.701172,13420000
2019-03-01,9815.000000,9920.000000,9775.000000,9810.000000,9012.605469,10601500
2019-03-04,9810.000000,9815.000000,9760.000000,9800.000000,9003.418945,5538000
2019-03-05,9800.000000,9800.000000,9680.000000,9730.000000,8939.107422,4664500
2019-03-06,9800.000000,9820.000000,9780.000000,9780.000000,8985.042969,4931500
2019-03-07,9780.000000,9780.000000,9780.000000,9780.000000,8985.042969,0
2019-03-08,9780.000000,9780.000000,9600.000000,9620.000000,8838.049805,6789000
2019-03-11,9750.000000,9750.000000,9610.000000,9610.000000,8828.862305,3792500
2019-03-12,9685.000000,9800.000000,9670.000000,9800.000000,9003.418945,5973000
2019-03-13,9800.000000,9900.000000,9760.000000,9890.000000,9086.101563,6034000
2019-03-14,9990.000000,9990.000000,9845.000000,9930.000000,9122.851563,2794000
2019-03-15,9840.000000,9990.000000,9820.000000,9960.000000,9150.413086,6909500
2019-03-18,9980.000000,9980.000000,9830.000000,9900.000000,9095.291016,2775000
2019-03-19,9970.000000,9970.000000,9835.000000,9845.000000,9044.760742,2173500
2019-03-20,9855.000000,9920.000000,9810.000000,9900.000000,9095.291016,3830000
2019-03-21,9940.000000,9940.000000,9770.000000,9815.000000,9017.199219,4658500
2019-03-22,9885.000000,9900.000000,9815.000000,9830.000000,9030.979492,2706000
2019-03-25,9845.000000,9855.000000,9700.000000,9700.000000,8911.545898,5126000
2019-03-26,9700.000000,9840.000000,9650.000000,9650.000000,8865.611328,2225500
2019-03-27,9660.000000,9765.000000,9655.000000,9760.000000,8966.668945,2002000
2019-03-28,9800.000000,9840.000000,9670.000000,9840.000000,9040.166992,2972500
2019-03-29,9900.000000,9900.000000,9765.000000,9840.000000,9040.166992,5046000
2019-04-01,9845.000000,9855.000000,9785.000000,9850.000000,9049.354492,3215000
2019-04-02,9890.000000,9890.000000,9835.000000,9875.000000,9072.322266,3642000
2019-04-03,9875.000000,9875.000000,9875.000000,9875.000000,9072.322266,0
2019-04-04,9860.000000,9860.000000,9770.000000,9795.000000,8998.825195,2120000
2019-04-05,9770.000000,9800.000000,9715.000000,9755.000000,8962.076172,2670500
2019-04-08,9805.000000,9850.000000,9615.000000,9650.000000,8865.611328,4217500
2019-04-09,9720.000000,9800.000000,9690.000000,9795.000000,8998.825195,3271500
2019-04-10,9800.000000,9830.000000,9740.000000,9820.000000,9021.792969,3713000
2019-04-11,9780.000000,9785.000000,9725.000000,9730.000000,8939.107422,3010000
2019-04-12,9700.000000,9820.000000,9690.000000,9820.000000,9021.792969,3001500
2019-04-15,9890.000000,9890.000000,9755.000000,9760.000000,8966.668945,8603000
2019-04-16,9825.000000,9890.000000,9720.000000,9880.000000,9076.916016,9376000
2019-04-17,9880.000000,9880.000000,9880.000000,9880.000000,9076.916016,0
2019-04-18,10100.000000,10105.000000,9800.000000,9880.000000,9076.916016,11425000
2019-04-19,9880.000000,9880.000000,9880.000000,9880.000000,9076.916016,0
2019-04-22,9880.000000,9880.000000,9625.000000,9655.000000,8870.205078,11023500
2019-04-23,9700.000000,9870.000000,9700.000000,9850.000000,9049.354492,7307000
2019-04-24,9730.000000,9890.000000,9670.000000,9730.000000,8939.107422,14873000
2019-04-25,9665.000000,9680.000000,9220.000000,9280.000000,8525.686523,27116500
2019-04-26,9280.000000,9300.000000,9050.000000,9100.000000,8360.316406,25324000
2019-04-29,9100.000000,9120.000000,8755.000000,9000.000000,8268.444336,24365000
2019-04-30,9000.000000,9110.000000,8990.000000,9100.000000,8360.316406,19369500
2019-05-01,9100.000000,9100.000000,9100.000000,9100.000000,8360.316406,0
2019-05-02,9100.000000,9185.000000,8990.000000,9045.000000,8309.787109,12988500
2019-05-03,9045.000000,9045.000000,8800.000000,8930.000000,8204.135742,14367500
2019-05-06,8860.000000,9100.000000,8780.000000,9065.000000,8328.161133,7044500
2019-05-07,9070.000000,9105.000000,8900.000000,8900.000000,8176.575684,12761500
2019-05-08,8840.000000,8960.000000,8785.000000,8960.000000,8231.697266,14426500
2019-05-09,8825.000000,8880.000000,8600.000000,8610.000000,7910.145996,15345500
2019-05-10,8620.000000,8900.000000,8620.000000,8840.000000,8121.450684,16378000
2019-05-13,8840.000000,8860.000000,8720.000000,8720.000000,8011.205566,6865500
2019-05-14,8640.000000,8695.000000,8450.000000,8570.000000,7873.397461,12198500
2019-05-15,8590.000000,8680.000000,8400.000000,8400.000000,7717.215332,15858000
2019-05-16,8400.000000,8550.000000,8360.000000,8360.000000,7680.467285,18517500
2019-05-17,8500.000000,8500.000000,8305.000000,8320.000000,7643.718262,13720500
2019-05-20,8400.000000,8525.000000,8355.000000,8460.000000,7772.339355,12193000
2019-05-21,8455.000000,8570.000000,8455.000000,8475.000000,7786.120117,12633500
2019-05-22,8480.000000,8505.000000,8400.000000,8415.000000,7730.996582,5336000
2019-05-23,8400.000000,8640.000000,8400.000000,8620.000000,7919.333984,10304500
2019-05-24,8750.000000,8750.000000,8675.000000,8705.000000,7997.423828,6671000
2019-05-27,8705.000000,8780.000000,8640.000000,8640.000000,7937.708496,8987000
2019-05-28,8640.000000,8725.000000,8500.000000,8500.000000,7809.088379,67192000
2019-05-29,8550.000000,8750.000000,8550.000000,8700.000000,7992.830566,14890000
2019-05-30,8700.000000,8700.000000,8700.000000,8700.000000,7992.830566,0
2019-05-31,8540.000000,8900.000000,8540.000000,8900.000000,8324.890625,16063500
2019-06-03,8900.000000,8900.000000,8900.000000,8900.000000,8324.890625,0
2019-06-04,8900.000000,8900.000000,8900.000000,8900.000000,8324.890625,0
2019-06-05,8900.000000,8900.000000,8900.000000,8900.000000,8324.890625,0
2019-06-06,8900.000000,8900.000000,8900.000000,8900.000000,8324.890625,0
2019-06-07,8900.000000,8900.000000,8900.000000,8900.000000,8324.890625,0
2019-06-10,8880.000000,9000.000000,8790.000000,8930.000000,8352.953125,20845500
2019-06-11,8930.000000,8930.000000,8810.000000,8860.000000,8287.474609,8295500
2019-06-12,8860.000000,9000.000000,8820.000000,9000.000000,8418.428711,6516500
2019-06-13,8985.000000,8995.000000,8830.000000,8980.000000,8399.721680,8692000
2019-06-14,8940.000000,8980.000000,8865.000000,8960.000000,8381.014648,8558000
2019-06-17,8960.000000,9000.000000,8900.000000,8960.000000,8381.014648,8016500
2019-06-18,8955.000000,9120.000000,8950.000000,9120.000000,8530.674805,13299500
2019-06-19,9200.000000,9205.000000,9100.000000,9180.000000,8586.797852,11532500
2019-06-20,9165.000000,9225.000000,9085.000000,9220.000000,8624.213867,12524500
2019-06-21,9220.000000,9220.000000,8980.000000,9060.000000,8474.552734,28048000
2019-06-24,9060.000000,9090.000000,8930.000000,8935.000000,8357.629883,10221500
2019-06-25,9100.000000,9100.000000,9000.000000,9045.000000,8460.520508,7883500
2019-06-26,9000.000000,9030.000000,8915.000000,8965.000000,8385.690430,8068000
2019-06-27,9000.000000,9000.000000,8950.000000,8970.000000,8390.367188,12202500
2019-06-28,9000.000000,9015.000000,8990.000000,9000.000000,8418.428711,13158000
2019-07-01,9010.000000,9040.000000,8905.000000,9000.000000,8418.428711,10045000
2019-07-02,9000.000000,9020.000000,8970.000000,9015.000000,8432.459961,6470000
2019-07-03,9000.000000,9015.000000,8935.000000,8980.000000,8399.721680,8537500
2019-07-04,8980.000000,9000.000000,8980.000000,8995.000000,8413.751953,8033000
2019-07-05,8960.000000,9010.000000,8960.000000,8990.000000,8409.075195,7784500
2019-07-08,9020.000000,9020.000000,8960.000000,9000.000000,8418.428711,5654500
2019-07-09,9000.000000,9030.000000,8990.000000,9005.000000,8423.105469,8196000
2019-07-10,9025.000000,9025.000000,8985.000000,9000.000000,8418.428711,7777500
2019-07-11,9000.000000,9000.000000,8860.000000,8960.000000,8381.014648,11532000
2019-07-12,9000.000000,9000.000000,8905.000000,8955.000000,8376.336914,6548500
2019-07-15,8980.000000,8990.000000,8890.000000,8890.000000,8315.537109,8622000
2019-07-16,8935.000000,8935.000000,8850.000000,8880.000000,8306.183594,7330000
2019-07-17,8880.000000,8980.000000,8880.000000,8980.000000,8399.721680,7233000
2019-07-18,8980.000000,9150.000000,8955.000000,9150.000000,8558.737305,10264000
2019-07-19,9160.000000,9160.000000,9100.000000,9160.000000,8568.089844,6700500
2019-07-22,9160.000000,9160.000000,9010.000000,9055.000000,8469.875000,4966500
2019-07-23,9140.000000,9160.000000,9100.000000,9110.000000,8521.319336,8086000
2019-07-24,9115.000000,9130.000000,9085.000000,9085.000000,8497.936523,7682000
2019-07-25,9085.000000,9105.000000,8990.000000,8990.000000,8409.075195,12683000
2019-07-26,9000.000000,9000.000000,8520.000000,8960.000000,8381.014648,20596500
2019-07-29,8960.000000,8965.000000,8620.000000,8640.000000,8081.691895,30262500
2019-07-30,8780.000000,8780.000000,8525.000000,8610.000000,8053.629883,25277500
2019-07-31,8600.000000,8735.000000,8535.000000,8720.000000,8156.522461,25767500
2019-08-01,8720.000000,9170.000000,8700.000000,9110.000000,8521.319336,42201500
2019-08-02,8950.000000,9105.000000,8825.000000,9000.000000,8418.428711,17366500
2019-08-05,8805.000000,8950.000000,8755.000000,8765.000000,8198.614258,11157500
2019-08-06,8760.000000,8950.000000,8640.000000,8865.000000,8292.152344,16009500
2019-08-07,8865.000000,9010.000000,8865.000000,8965.000000,8385.690430,11356000
2019-08-08,8995.000000,9010.000000,8895.000000,8930.000000,8352.953125,13177000
2019-08-09,8995.000000,9010.000000,8965.000000,8965.000000,8385.690430,8400000
2019-08-12,9000.000000,9000.000000,8880.000000,8995.000000,8413.751953,4298500
2019-08-13,8995.000000,8995.000000,8820.000000,8855.000000,8282.799805,11396000
2019-08-14,8940.000000,8995.000000,8795.000000,8980.000000,8399.721680,7387500
2019-08-15,8820.000000,8940.000000,8800.000000,8940.000000,8362.306641,10298000
2019-08-16,8990.000000,9000.000000,8880.000000,8995.000000,8413.751953,6083000
2019-08-19,9020.000000,9020.000000,8885.000000,8900.000000,8324.890625,6630500
2019-08-20,9000.000000,9050.000000,8995.000000,9035.000000,8451.166992,11163000
2019-08-21,9040.000000,9045.000000,8960.000000,8975.000000,8395.044922,9075500
2019-08-22,9000.000000,9060.000000,8995.000000,9060.000000,8474.552734,7765500
2019-08-23,9060.000000,9200.000000,9030.000000,9165.000000,8572.767578,9615000
2019-08-26,9000.000000,9180.000000,8930.000000,9175.000000,8582.121094,7562500
2019-08-27,9200.000000,9510.000000,9190.000000,9455.000000,8844.027344,30809500
2019-08-28,9455.000000,9615.000000,9450.000000,9575.000000,8956.273438,17452000
2019-08-29,9600.000000,9615.000000,9510.000000,9570.000000,8951.596680,11929000
2019-08-30,9595.000000,9795.000000,9465.000000,9770.000000,9138.670898,18651000
2019-09-02,9745.000000,9745.000000,9580.000000,9590.000000,8970.303711,7859000
2019-09-03,9590.000000,9695.000000,9470.000000,9495.000000,8881.443359,8994500
2019-09-04,9465.000000,9600.000000,9405.000000,9515.000000,8900.150391,6995500
2019-09-05,9515.000000,9615.000000,9445.000000,9605.000000,8984.334961,10878500
2019-09-06,9555.000000,9555.000000,9410.000000,9410.000000,8801.935547,6405500
2019-09-09,9505.000000,9565.000000,9425.000000,9540.000000,8923.535156,5419000
2019-09-10,9525.000000,9530.000000,9440.000000,9530.000000,8914.180664,7449000
2019-09-11,9480.000000,9480.000000,9270.000000,9325.000000,8722.427734,15294000
2019-09-12,9370.000000,9380.000000,9180.000000,9215.000000,8619.536133,7347000
2019-09-13,9215.000000,9320.000000,9215.000000,9320.000000,8717.750000,4853500
2019-09-16,9325.000000,9390.000000,9260.000000,9390.000000,8783.226563,9070000
2019-09-17,9420.000000,9420.000000,9350.000000,9390.000000,8783.226563,13025000
2019-09-18,9345.000000,9390.000000,9310.000000,9335.000000,8731.782227,8172500
2019-09-19,9385.000000,9385.000000,9310.000000,9315.000000,8713.073242,5096000
2019-09-20,9315.000000,9340.000000,9230.000000,9230.000000,8633.566406,17498000
2019-09-23,9390.000000,9460.000000,9320.000000,9460.000000,8848.705078,7890500
2019-09-24,9460.000000,9460.000000,9280.000000,9455.000000,8844.027344,7827500
2019-09-25,9450.000000,9450.000000,9300.000000,9400.000000,8792.581055,7335500
2019-09-26,9400.000000,9400.000000,9335.000000,9350.000000,8745.811523,8141500
2019-09-27,9350.000000,9440.000000,9345.000000,9400.000000,8792.581055,4740000
2019-09-30,9350.000000,9350.000000,9240.000000,9300.000000,8699.042969,16251500
2019-10-01,9325.000000,9330.000000,9225.000000,9240.000000,8642.920898,4559000
2019-10-02,9240.000000,9330.000000,9090.000000,9090.000000,8502.613281,11275500
2019-10-03,9080.000000,9100.000000,8955.000000,9015.000000,8432.459961,4972500
2019-10-04,9100.000000,9190.000000,9015.000000,9085.000000,8497.936523,3978500
2019-10-07,9085.000000,9090.000000,8800.000000,8800.000000,8231.353516,9297000
2019-10-08,8820.000000,9000.000000,8820.000000,8945.000000,8366.982422,7417000
2019-10-09,8840.000000,8905.000000,8840.000000,8840.000000,8268.768555,3110000
2019-10-10,8870.000000,8895.000000,8775.000000,8775.000000,8207.967773,4056500
2019-10-11,8780.000000,8835.000000,8780.000000,8835.000000,8264.091797,3231000
2019-10-14,8840.000000,8945.000000,8820.000000,8900.000000,8324.890625,5184000
2019-10-15,8900.000000,8995.000000,8880.000000,8950.000000,8371.659180,7670000
2019-10-16,8970.000000,9120.000000,8970.000000,9120.000000,8530.674805,9784500
2019-10-17,9120.000000,9200.000000,8950.000000,8950.000000,8371.659180,13035500
2019-10-18,8950.000000,8950.000000,8540.000000,8625.000000,8067.661621,21716000
2019-10-21,8625.000000,8700.000000,8625.000000,8685.000000,8123.784180,6865500
2019-10-22,8685.000000,8795.000000,8680.000000,8790.000000,8221.999023,12824000
2019-10-23,8790.000000,8865.000000,8705.000000,8855.000000,8282.799805,7454000
2019-10-24,8860.000000,8865.000000,8800.000000,8855.000000,8282.799805,12462500
2019-10-25,8855.000000,8855.000000,8605.000000,8630.000000,8072.337891,16448000
2019-10-28,8640.000000,8750.000000,8640.000000,8700.000000,8137.813965,7270000
2019-10-29,8700.000000,8720.000000,8660.000000,8715.000000,8151.845703,10711000
2019-10-30,8850.000000,8850.000000,8620.000000,8720.000000,8156.522461,10075500
2019-10-31,8780.000000,8810.000000,8700.000000,8745.000000,8179.907715,10841500
2019-11-01,8650.000000,8740.000000,8650.000000,8740.000000,8175.229980,5072500
2019-11-04,8745.000000,8765.000000,8605.000000,8605.000000,8048.954102,6687500
2019-11-05,8680.000000,8770.000000,8620.000000,8770.000000,8203.291016,8690500
2019-11-06,8770.000000,8770.000000,8655.000000,8690.000000,8128.460449,6230500
2019-11-07,8760.000000,8760.000000,8620.000000,8670.000000,8109.751953,8469000
2019-11-08,8660.000000,8665.000000,8615.000000,8630.000000,8072.337891,5199500
2019-11-11,8640.000000,8655.000000,8595.000000,8655.000000,8095.722168,5530500
2019-11-12,8655.000000,8655.000000,8560.000000,8640.000000,8081.691895,7759000
2019-11-13,8630.000000,8630.000000,8460.000000,8465.000000,7918.000977,9261000
2019-11-14,8470.000000,8560.000000,8470.000000,8560.000000,8006.861816,5768500
2019-11-15,8515.000000,8515.000000,8440.000000,8445.000000,7899.292480,9221000
2019-11-18,8445.000000,8455.000000,8400.000000,8430.000000,7885.261719,7779500
2019-11-19,8430.000000,8560.000000,8420.000000,8560.000000,8006.861816,6868000
2019-11-20,8530.000000,8540.000000,8425.000000,8510.000000,7960.092285,7245000
2019-11-21,8500.000000,8500.000000,8400.000000,8405.000000,7861.877441,11587500
2019-11-22,8405.000000,8475.000000,8400.000000,8430.000000,7885.261719,6406500
2019-11-25,8420.000000,8445.000000,8355.000000,8415.000000,7871.230957,8773500
2019-11-26,8460.000000,8460.000000,8300.000000,8300.000000,7763.662109,34735000
2019-11-27,8300.000000,8400.000000,8200.000000,8200.000000,7670.124512,8223000
2019-11-28,8200.000000,8430.000000,8200.000000,8360.000000,7819.785156,9734000
2019-11-29,8330.000000,8470.000000,8325.000000,8360.000000,7819.785156,10553000
2019-12-02,8360.000000,8570.000000,8360.000000,8570.000000,8016.215332,9898000
2019-12-03,8530.000000,8560.000000,8420.000000,8535.000000,8064.403320,6575000
2019-12-04,8520.000000,8520.000000,8390.000000,8400.000000,7936.846191,8455000
2019-12-05,8400.000000,8500.000000,8400.000000,8430.000000,7965.192383,5020000
2019-12-06,8420.000000,8460.000000,8400.000000,8450.000000,7984.089355,6634500
2019-12-09,8450.000000,8470.000000,8420.000000,8455.000000,7988.812988,6782000
2019-12-10,8455.000000,8465.000000,8415.000000,8435.000000,7969.916504,10179000
2019-12-11,8500.000000,8500.000000,8365.000000,8420.000000,7955.743164,8613500
2019-12-12,8350.000000,8420.000000,8200.000000,8200.000000,7747.874023,13365500
2019-12-13,8280.000000,8300.000000,8200.000000,8245.000000,7790.392578,12891500
2019-12-16,8250.000000,8275.000000,8180.000000,8180.000000,7728.976563,12503000
2019-12-17,8180.000000,8225.000000,8180.000000,8195.000000,7743.148926,10837000
2019-12-18,8195.000000,8205.000000,8120.000000,8185.000000,7733.701172,15872500
2019-12-19,8185.000000,8210.000000,8110.000000,8140.000000,7691.182129,14785500
2019-12-20,8140.000000,8325.000000,8070.000000,8325.000000,7865.981934,19230000
2019-12-23,8325.000000,8335.000000,8180.000000,8330.000000,7870.706055,11073000
